1,modules/oji/tests/src/JNI/AccessingStaticFields/SetStaticBooleanField_1.cpp
1,accessible/src/xforms/nsXFormsFormControlsAccessible.h
1,js/src/jsnum.c
1,intl/uconv/ucvlatin/nsUnicodeToISO88596E.cpp
1,db/sqlite3/src/btree.c
1,rdf/datasource/public/nsILocalStore.h
1,modules/oji/tests/src/JNI/AccessingFields/SetFloatField_5.cpp
1,gfx/cairo/cairo/test/read_png.c
1,browser/components/feeds/src/nsAboutFeeds.h
1,modules/oji/tests/src/JNI/CallingInstanceMethods/CallNVObjectMethod_3.cpp
1,modules/oji/tests/src/JNI/CallingInstanceMethods/CallNonvirtualCharMethod_1.cpp
1,layout/generic/nsTextFrame.cpp
1,embedding/browser/gtk/src/EmbedDownloadMgr.h
1,modules/oji/tests/src/JM/ShowJavaConsole.cpp
1,xpcom/base/nsDebugImpl.cpp
1,xpfe/bootstrap/nsNativeAppSupportWin.h
1,modules/oji/tests/src/JNI/AccessingFields/GetObjectField_5.cpp
1,gfx/src/mac/nsFontUtils.cpp
1,js/src/liveconnect/nsCLiveconnectFactory.cpp
1,content/xslt/src/xpath/nsXPathExpression.cpp
1,modules/plugin/samples/default/os2/maindll.cpp
1,intl/ctl/src/nsULE.h
1,embedding/tests/mfcembed/BrowserToolTip.h
1,embedding/browser/activex/src/control/MozillaBrowser.h
1,layout/base/nsStyleConsts.h
1,xpcom/string/public/nsTString.h
1,other-licenses/7zstub/src/7zip/UI/Common/DefaultName.h
1,intl/uconv/ucvlatin/nsGEOSTD8ToUnicode.cpp
1,other-licenses/7zstub/src/7zip/Archive/Common/OutStreamWithCRC.cpp
1,widget/src/qt/nsBidiKeyboard.cpp
1,gfx/src/x11shared/nsNameValuePairDB.h
1,tools/relic/test/relicense_inputs/no_origcodeis_section.h
1,extensions/metrics/src/nsProfileCollector.cpp
1,embedding/browser/powerplant/source/CWebBrowserChrome.h
1,dom/src/base/nsMimeTypeArray.h
1,modules/plugin/tools/spy/common/utils.cpp
1,modules/oji/tests/src/JNI/CallingInstanceMethods/CallNonvirtualVoidMethod_1.cpp
1,layout/style/nsLayoutStylesheetCache.h
1,modules/plugin/samples/default/mac/npmac.cpp
1,widget/src/beos/nsBidiKeyboard.h
1,extensions/canvas3d/src/wglew.h
1,gfx/src/gtk/nsGCCache.h
1,modules/oji/tests/src/JNI/CallingInstanceMethods/CallFloatMethod_2.cpp
1,modules/oji/tests/src/JNI/CallingInstanceMethods/CallShortMethod_1.cpp
1,gfx/cairo/cairo/src/cairo-path.c
1,layout/tables/nsCellMap.h
1,modules/oji/src/nsCSecurityContext.cpp
1,plugin/oji/MRJCarbon/plugin/Source/JavaVMFramework.cpp
1,modules/oji/tests/src/JNI/CallingStaticMethods/CallStaticBooleanMethod_1.cpp
1,netwerk/protocol/file/src/nsFileProtocolHandler.cpp
1,other-licenses/7zstub/src/7zip/UI/Common/ArchiverInfo.cpp
1,ipc/ipcd/extensions/transmngr/test/tmModuleTest.cpp
1,modules/oji/tests/src/JNI/CallingInstanceMethods/CallObjectMethod_4.cpp
1,js/src/fdlibm/w_lgamma.c
1,other-licenses/7zstub/src/7zip/UI/GUI/OpenCallbackGUI.cpp
1,build/wince/shunt/signal.cpp
1,content/html/content/src/nsHTMLPreElement.cpp
1,widget/src/gtk/nsDragService.h
1,xpcom/glue/nsIGenericFactory.h
1,gfx/src/mac/nsRegionPool.cpp
1,gfx/cairo/cairo/test/line_width.c
1,dom/src/base/nsJSUtils.h
1,dom/src/base/nsDOMClassInfo.cpp
1,intl/uconv/ucvlatin/nsUnicodeToMacUkrainian.h
1,tools/codesighs/maptsvdifftool.c
1,other-licenses/7zstub/src/7zip/Common/OffsetStream.h
1,netwerk/protocol/ftp/public/ftpCore.h
1,intl/uconv/ucvtw2/nsUnicodeToCNS11643p4.cpp
1,xpcom/base/nsCycleCollectionParticipant.h
1,widget/src/os2/nsWindow.cpp
1,modules/oji/tests/src/JNI/AccessingFields/GetObjectField_3.cpp
1,content/xslt/public/txDouble.h
1,accessible/src/atk/nsDocAccessibleWrap.h
1,modules/oji/tests/src/JNI/CallingInstanceMethods/GetMethodID_19.cpp
1,netwerk/protocol/http/src/nsHttpConnectionMgr.cpp
1,content/xbl/src/nsXBLResourceLoader.h
1,layout/generic/nsSimplePageSequence.h
1,modules/oji/tests/src/JNI/AccessingFields/SetShortField_1.cpp
1,layout/style/nsCSSDeclaration.cpp
1,netwerk/test/TestSocketIO.cpp
1,xpinstall/src/ScheduledTasks.h
1,content/base/src/nsSyncLoadService.cpp
1,js/src/fdlibm/w_j1.c
1,modules/oji/tests/src/JNI/StringOperations/NewStringUTF_1.cpp
1,embedding/browser/gtk/src/EmbedCertificates.cpp
1,toolkit/airbag/airbag/src/processor/contained_range_map-inl.h
1,db/sqlite3/src/delete.c
1,widget/src/gtkxtbin/gtk2xtbin.h
