5,toolkit/components/places/src/nsNavBookmarks.cpp
36,embedding/browser/gtk/src/EmbedPasswordMgr.cpp
36,embedding/browser/gtk/src/EmbedContextMenuInfo.h
36,embedding/browser/gtk/src/gtkmozembed_download.cpp
39,modules/libpr0n/decoders/gif/GIF2.cpp
45,embedding/browser/powerplant/source/PromptService.h
45,embedding/browser/powerplant/source/CBrowserChrome.h
45,embedding/browser/powerplant/source/UMacUnicode.cpp
45,embedding/browser/powerplant/source/CBrowserShell.h
45,embedding/browser/powerplant/source/CPrintAttachment.h
61,content/events/src/nsEventStateManager.cpp
73,toolkit/components/places/src/nsNavHistory.h
139,gfx/src/beos/nsRenderingContextBeOS.h
139,gfx/src/xlib/nsRenderingContextXlib.h
143,gfx/thebes/public/gfxMatrix.h
149,rdf/base/src/nsRDFService.cpp
149,netwerk/cache/src/nsCacheEntry.cpp
149,js/src/xpconnect/src/xpcmaps.h
149,modules/plugin/base/src/nsJSNPRuntime.cpp
149,xpcom/ds/nsStaticNameTable.cpp
149,content/xul/templates/src/nsContentSupportMap.h
151,gfx/thebes/src/gfxQuartzFontCache.h
151,xpcom/glue/nsTHashtable.h
176,accessible/src/atk/nsDocAccessibleWrap.cpp
194,toolkit/airbag/client/crashreporter_win.cpp
208,layout/svg/base/src/nsSVGFilterFrame.h
220,js/src/jsfun.c
223,js/src/jsfun.h
225,layout/svg/base/src/nsSVGClipPathFrame.cpp
245,widget/src/mac/nsMacEventHandler.cpp
278,widget/src/gtk2/nsWindow.cpp
286,layout/svg/base/src/nsSVGContainerFrame.h
309,tools/trace-malloc/lib/nsTraceMalloc.c
332,accessible/src/xul/nsXULFormControlAccessible.cpp
347,toolkit/airbag/airbag/src/google_airbag/processor/symbol_supplier.h
347,toolkit/airbag/airbag/src/client/windows/sender/crash_report_sender.h
347,toolkit/airbag/airbag/src/client/windows/sender/crash_report_sender.cc
347,toolkit/airbag/airbag/src/client/minidump_file_writer-inl.h
347,toolkit/airbag/airbag/src/client/linux/handler/linux_thread.cc
347,toolkit/airbag/airbag/src/google_breakpad/processor/call_stack.h
347,toolkit/airbag/airbag/src/processor/minidump_dump.cc
347,toolkit/airbag/airbag/src/common/windows/string_utils-inl.h
347,toolkit/airbag/airbag/src/client/mac/handler/minidump_generator.cc
347,toolkit/airbag/airbag/src/google_airbag/processor/minidump_processor.h
347,toolkit/airbag/airbag/src/processor/basic_source_line_resolver.cc
347,toolkit/airbag/airbag/src/tools/mac/crash_report/on_demand_symbol_supplier.h
347,toolkit/airbag/airbag/src/google_breakpad/processor/stack_frame_cpu.h
347,toolkit/airbag/airbag/src/common/linux/guid_creator.cc
366,layout/svg/base/src/nsSVGFilterFrame.h
391,accessible/src/msaa/nsEventMap.h
415,layout/mathml/base/src/nsMathMLTokenFrame.cpp
434,layout/svg/base/src/nsSVGMarkerFrame.h
475,toolkit/components/places/src/nsNavBookmarks.cpp
490,accessible/src/html/nsHTMLTextAccessible.cpp
517,embedding/tests/mfcembed/winEmbedFileLocProvider.cpp
517,embedding/tests/mfcembed/ProfileMgr.h
517,embedding/tests/mfcembed/components/PromptService.cpp
517,embedding/tests/mfcembed/CCustomPromptDialog.cpp
517,embedding/tests/mfcembed/BrowserImplCtxMenuLstnr.cpp
517,embedding/tests/mfcembed/EditorFrm.cpp
529,modules/libbz2/src/decompress.c
542,uriloader/exthandler/nsMIMEInfoImpl.cpp
562,gfx/thebes/public/gfxPath.h
576,toolkit/components/passwordmgr/base/nsPasswordManager.cpp
587,layout/svg/base/src/nsSVGClipPathFrame.h
622,accessible/src/html/nsHTMLSelectAccessible.h
628,layout/style/nsCSSParser.cpp
647,accessible/src/base/nsCaretAccessible.h
661,dom/public/coreEvents/nsIDOMEventReceiver.h
670,xpcom/base/nsCycleCollector.cpp
694,content/xtf/src/nsXTFElementWrapper.cpp
734,netwerk/protocol/ftp/src/nsFtpConnectionThread.cpp
753,layout/svg/base/src/nsSVGGradientFrame.h
761,xpcom/reflect/xptcall/src/md/win32/xptcinvoke.cpp
774,toolkit/components/build/nsToolkitCompsModule.cpp
774,toolkit/components/alerts/src/mac/growl/GrowlApplicationBridge.h
793,layout/build/nsLayoutStatics.cpp
812,modules/libpr0n/src/imgContainer.h
835,content/xul/templates/src/nsRDFPropertyTestNode.cpp
838,layout/svg/base/src/nsSVGForeignObjectFrame.cpp
852,layout/base/nsPresShell.cpp
869,xpfe/components/search/src/nsInternetSearchService.h
885,xpinstall/wizard/windows/palmsync/PalmSyncInstall.cpp
929,xpinstall/wizard/windows/palmsync/PalmSyncInstall.cpp
934,toolkit/components/alerts/src/mac/nsAlertsService.h
951,layout/base/nsCSSRendering.cpp
974,js/src/xpconnect/src/XPCDispPrivate.h
974,storage/src/mozStorageStatementWrapper.cpp
980,js/src/xpconnect/src/xpcwrappednative.cpp
992,widget/public/nsWidgetsCID.h
999,extensions/java/xpcom/src/nsJavaXPTCStub.h
1023,toolkit/components/alerts/src/mac/nsAlertsService.h
1033,widget/src/xlib/nsBidiKeyboard.cpp
1033,widget/src/xlib/nsKeyCode.h
1033,widget/src/xlibxtbin/xlibxtbin.h
1033,widget/src/gtk/nsAppShell.h
1033,widget/src/gtk/nsSound.cpp
1033,gfx/src/xlib/nsRenderingContextXlib.cpp
1033,widget/src/xlib/nsAppShell.cpp
1033,widget/src/gtk/nsPointerService.cpp
1033,widget/src/gtk/nsGtkCursors.h
1033,widget/src/xlib/nsWindow.cpp
1033,gfx/src/xlib/nsRegionXlib.cpp
1043,toolkit/components/places/src/nsBookmarksHTML.cpp
1064,js/src/xpconnect/src/xpcwrappednativescope.cpp
1079,gfx/thebes/src/gfxFont.cpp
1097,layout/base/nsPresShell.cpp
1098,gfx/src/thebes/nsThebesFontMetrics.cpp
1123,layout/generic/nsInlineFrame.cpp
1178,toolkit/airbag/airbag/src/common/mac/macho_utilities.cc
1178,toolkit/airbag/airbag/src/common/windows/pdb_source_line_writer.cc
1178,toolkit/airbag/airbag/src/tools/linux/dump_syms/dump_syms.cc
1262,content/base/src/nsSyncLoadService.cpp
1265,content/base/src/nsGenericElement.cpp
1267,content/base/src/nsNodeUtils.cpp
1286,gfx/thebes/public/gfxPangoFonts.h
1307,layout/base/nsLayoutUtils.cpp
1325,gfx/thebes/src/gfxPlatform.cpp
1330,content/xul/content/src/nsXULElement.cpp
1332,content/base/src/nsDocument.cpp
1351,gfx/thebes/src/gfxASurface.cpp
1362,layout/style/nsComputedDOMStyle.cpp
1367,layout/xul/base/src/nsMenuBarListener.cpp
1367,content/html/content/src/nsHTMLFontElement.cpp
1367,content/base/src/nsContentAreaDragDrop.cpp
1367,content/html/content/src/nsHTMLAnchorElement.cpp
1367,content/html/content/src/nsHTMLStyleElement.cpp
1367,content/base/src/nsDocument.cpp
1367,content/xbl/src/nsXBLEventHandler.cpp
1367,content/html/content/src/nsHTMLButtonElement.cpp
1367,content/html/content/src/nsHTMLFrameSetElement.cpp
1367,layout/xul/base/src/nsMenuPopupFrame.cpp
1367,embedding/browser/gtk/src/EmbedPrivate.h
1367,layout/xul/base/src/nsMenuPopupFrame.h
1387,gfx/thebes/src/gfxPangoFonts.cpp
1408,content/base/src/nsHTMLContentSerializer.cpp
1425,netwerk/protocol/ftp/src/nsFtpConnectionThread.cpp
1482,toolkit/airbag/client/crashreporter_osx.h
1495,layout/generic/nsTextFrameThebes.cpp
1511,toolkit/components/satchel/src/nsFormFillController.cpp
1530,toolkit/components/passwordmgr/base/nsPasswordManager.h
1542,layout/style/nsCSSDeclaration.cpp
1568,netwerk/cache/src/nsDiskCacheDeviceSQL.cpp
1602,js/src/jsobj.c
1648,layout/base/nsCSSRendering.cpp
1666,layout/xul/base/src/tree/src/nsTreeBoxObject.cpp
1688,layout/xul/base/src/nsMenuDismissalListener.cpp
1706,gfx/thebes/src/gfxContext.cpp
1727,content/events/src/nsEventStateManager.cpp
1743,view/src/nsViewManager.cpp
1753,gfx/thebes/src/gfxPangoFonts.cpp
1757,intl/lwbrk/src/nsLWIMP.h
1765,layout/generic/nsTextRunTransformations.cpp
1767,toolkit/airbag/airbag/src/client/windows/handler/exception_handler.cc
1767,toolkit/airbag/airbag/src/processor/postfix_evaluator-inl.h
1770,content/xul/templates/src/nsXULContentBuilder.cpp
1799,layout/forms/nsButtonFrameRenderer.h
1822,intl/build/nsI18nModule.cpp
1843,browser/components/places/src/nsPlacesImportExportService.cpp
1856,xpcom/proxy/src/nsProxyEventPrivate.h
1871,xpfe/appshell/src/nsAppShellService.h
1926,gfx/thebes/src/gfxOS2Fonts.cpp
1943,gfx/thebes/public/gfxWindowsFonts.h
1958,js/src/jsobj.c
1992,toolkit/airbag/nsAirbagExceptionHandler.cpp
2040,accessible/src/base/nsApplicationAccessible.cpp
2040,accessible/src/base/nsDocAccessible.h
2057,js/src/js.c
2085,layout/style/nsCSSParser.cpp
2103,js/src/jsemit.c
2119,js/src/jsemit.c
2159,js/src/xpconnect/src/xpcwrappednativescope.cpp
2193,layout/base/nsCSSFrameConstructor.cpp
2207,js/src/xpconnect/loader/mozJSComponentLoader.cpp
2221,content/base/src/nsHTMLContentSerializer.cpp
2241,gfx/cairo/cairo/src/cairo-truetype-subset.c
2241,gfx/cairo/cairo/src/cairo-quartz-surface.c
2241,gfx/cairo/libpixman/src/fbpict.c
2241,gfx/cairo/cairo/src/cairo-mutex-type-private.h
2241,gfx/cairo/cairo/src/cairo-atsui-font.c
2241,gfx/cairo/cairo/src/cairo-pen.c
2241,gfx/cairo/cairo/src/cairo-xlib-surface-private.h
2241,gfx/cairo/libpixman/src/icstipple.c
2241,gfx/cairo/cairo/src/cairo-xlib-display.c
2241,gfx/cairo/libpixman/src/pixman-remap.h
2241,gfx/cairo/libpixman/src/icblt.c
2241,gfx/cairo/cairo/src/cairo-xlib-screen.c
2243,gfx/cairo/cairo/src/cairo-features.h
2256,extensions/spellcheck/myspell/src/myspell.cpp
2258,gfx/cairo/cairo/src/cairo-xcb-surface.c
2258,gfx/cairo/cairo/src/cairo-xlib-surface.c
2258,gfx/cairo/cairo/src/cairo-quartz-surface.c
2258,gfx/cairo/cairo/src/cairo-atsui-font.c
2258,gfx/cairo/cairo/src/cairo-pen.c
2258,gfx/cairo/cairo/src/cairo-ft-font.c
2258,gfx/cairo/cairo/src/cairo-paginated-private.h
2258,gfx/cairo/cairo/src/cairo-hash-private.h
2258,gfx/cairo/cairo/src/cairo-cff-subset.c
2258,gfx/cairo/cairo/src/cairo-image-surface.c
2258,gfx/cairo/cairo/src/cairo-xlib-screen.c
2259,gfx/cairo/libpixman/src/fbtrap.c
2270,xpfe/bootstrap/nsAppRunner.cpp
2283,layout/mathml/base/src/nsMathMLForeignFrameWrapper.cpp
2283,layout/mathml/base/src/nsMathMLmoFrame.cpp
2283,layout/mathml/base/src/nsMathMLmsqrtFrame.cpp
2283,layout/mathml/base/src/nsMathMLmunderFrame.h
2283,layout/mathml/base/src/nsMathMLFrame.h
2320,content/base/src/nsContentUtils.cpp
2342,embedding/components/printingui/src/unixshared/nsPrintProgress.cpp
2354,toolkit/airbag/airbag/src/common/windows/http_upload.cc
2354,toolkit/airbag/airbag/src/common/mac/macho_id.cc
2354,toolkit/airbag/airbag/src/processor/range_map-inl.h
2363,widget/src/gtk2/nsNativeThemeGTK.cpp
2391,layout/forms/nsListControlFrame.cpp
2403,js/src/jsobj.c
2404,js/src/jsscript.c
2405,gfx/thebes/src/gfxOS2Surface.cpp
2431,layout/generic/nsTextFrameThebes.cpp
2443,accessible/src/xul/nsXULTreeAccessible.cpp
2443,toolkit/airbag/airbag/src/common/linux/guid_creator.cc
2443,browser/components/build/nsBrowserCompsCID.h
2443,xpfe/bootstrap/nsNativeAppSupportMac.cpp
2443,dom/src/base/nsScreen.cpp
2443,content/xbl/src/nsXBLPrototypeHandler.h
2443,layout/base/nsStyleConsts.h
2443,layout/xul/base/src/nsSplitterFrame.h
2443,gfx/thebes/public/gfxTextRunCache.h
2443,layout/xul/base/src/nsLeafBoxFrame.h
2443,layout/xul/base/src/nsMenuFrame.cpp
2443,widget/src/xlibxtbin/xlibxtbin.h
2443,accessible/src/atk/nsHyperTextAccessibleWrap.h
2443,content/xul/document/src/nsXULDocument.h
2443,editor/libeditor/text/nsPlaintextDataTransfer.cpp
2443,content/svg/content/src/nsSVGClipPathElement.cpp
2443,accessible/src/atk/nsMaiInterfaceDocument.h
